technique_id,learning_tier,title,instructions_text,spl_query,chart_type,explanation_text,framework_mapping,mitigation_text,execution_mode,triage_runbook_text,expected_outcome
AML.T0017,4,AML.T0017: Develop Adversarial Examples,"**Objective:** Practice detecting Develop Adversarial Examples (AML.T0017).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: SIMULATED).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the ResourceDevelopment phase using Develop Adversarial Examples. In a multi-agent banking environment, this targets model_inference, guardrail_layer to achieve: Prepared attack payload for injection; bypasses model safety training

**Risk:** CVSS 6.5 (High): Prepared attack payload for injection; bypasses model safety training","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0017"" galileo_validation=""ADVERSARIAL_INPUT_DETECTED""",table,"Adversary crafts inputs specifically designed to cause model misclassification, harmful output, or guardrail bypass.

**Impact:** Prepared attack payload for injection; bypasses model safety training

**Execution mode in lab:** SIMULATED. This is a SIMULATED/breadth technique — focus on hunt fields, not live model behavior.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0017 — Develop Adversarial Examples (Resource Development / ResourceDevelopment) | OWASP LLM: LLM01 | OWASP ASI: N/A | NIST AI RMF: MEASURE-2.5 | MAESTRO: L1, L3",Adversarial training | Input validation and sanitisation | Galileo fuzzing in pre-production,SIMULATED,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `galileo_adversarial_input_flagged` in raw events. 4. Map to frameworks: OWASP LLM01; severity High (CVSS 6.5). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain. 6. SIMULATED mode — no live LLM harm; confirm hunt fields populated for compliance matrix.",SIMULATED
AML.T0018,4,AML.T0018: Poison Training Data,"**Objective:** Practice detecting Poison Training Data (AML.T0018).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: SIMULATED).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the ResourceDevelopment phase using Poison Training Data. In a multi-agent banking environment, this targets training_dataset, fine_tuning_pipeline, model_weights to achieve: Persistent backdoor in model weights; survives retraining if poison samples remain

**Risk:** CVSS 9.0 (Critical): Persistent backdoor in model weights; survives retraining if poison samples remain","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0018""",table,"Adversary injects malicious samples into the training dataset before or during fine-tuning, embedding a backdoor triggered by a specific input pattern.

**Impact:** Persistent backdoor in model weights; survives retraining if poison samples remain

**Execution mode in lab:** SIMULATED. This is a SIMULATED/breadth technique — focus on hunt fields, not live model behavior.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0018 — Poison Training Data (Resource Development / ResourceDevelopment) | OWASP LLM: LLM03 | OWASP ASI: ASI04 | NIST AI RMF: MAP-1.5, MEASURE-2.7 | MAESTRO: L1, L2",Data provenance tracking | Anomaly detection on training data distribution | Certified defences against data poisoning,SIMULATED,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `training_data_anomaly_score_elevated` in raw events. 4. Map to frameworks: OWASP LLM03; severity Critical (CVSS 9.0). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain. 6. SIMULATED mode — no live LLM harm; confirm hunt fields populated for compliance matrix.",SIMULATED
AML.T0019,4,AML.T0019: Establish ML Attack Infrastructure,"**Objective:** Practice detecting Establish ML Attack Infrastructure (AML.T0019).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: SIMULATED).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Staging phase using Establish ML Attack Infrastructure. In a multi-agent banking environment, this targets shadow_model, adversary_compute to achieve: Enables rapid offline iteration of attack techniques without triggering victim defences

**Risk:** CVSS 5.5 (Medium): Enables rapid offline iteration of attack techniques without triggering victim defences","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0019""",table,"Adversary sets up shadow ML infrastructure (proxy models, fine-tuned surrogates) to develop and test attacks offline before targeting the victim model.

**Impact:** Enables rapid offline iteration of attack techniques without triggering victim defences

**Execution mode in lab:** SIMULATED. This is a SIMULATED/breadth technique — focus on hunt fields, not live model behavior.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0019 — Establish ML Attack Infrastructure (ML Attack Staging / Staging) | OWASP LLM: N/A | OWASP ASI: ASI04 | NIST AI RMF: MAP-1.5 | MAESTRO: L1, L7",Monitor for model cloning via watermarking | Rate-limit and perturb API outputs to hinder surrogate training,SIMULATED,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `watermark_absent_from_model_output` in raw events. 4. Map to frameworks: OWASP N/A; severity Medium (CVSS 5.5). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain. 6. SIMULATED mode — no live LLM harm; confirm hunt fields populated for compliance matrix.",SIMULATED
AML.T0020,4,AML.T0020: Train Proxy Model,"**Objective:** Practice detecting Train Proxy Model (AML.T0020).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: SIMULATED).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Staging phase using Train Proxy Model. In a multi-agent banking environment, this targets inference_api, victim_model to achieve: Attacker gains a local copy of victim model's functional behaviour for unlimited offline attack development

**Risk:** CVSS 6.0 (High): Attacker gains a local copy of victim model's functional behaviour for unlimited offline attack development","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0020"" | bucket _time span=1h | stats count by gen_ai_agent_id | where count > 5000",bar,"Adversary queries victim model API at scale to build a training dataset, then trains a surrogate (proxy) model that mimics victim behaviour — enabling transferable attacks.

**Impact:** Attacker gains a local copy of victim model's functional behaviour for unlimited offline attack development

**Execution mode in lab:** SIMULATED. This is a SIMULATED/breadth technique — focus on hunt fields, not live model behavior.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.",MITRE ATLAS: AML.T0020 — Train Proxy Model (ML Attack Staging / Staging) | OWASP LLM: LLM10 | OWASP ASI: N/A | NIST AI RMF: MEASURE-2.5 | MAESTRO: L1,API query rate limits | Output perturbation | Watermarking | Detect high-volume systematic querying,SIMULATED,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `RATE_LIMIT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `systematic_api_query_pattern_detected` in raw events. 4. Map to frameworks: OWASP LLM10; severity High (CVSS 6.0). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain. 6. SIMULATED mode — no live LLM harm; confirm hunt fields populated for compliance matrix.",SIMULATED
AML.T0051,4,AML.T0051: LLM Prompt Injection,"**Objective:** Practice detecting LLM Prompt Injection (AML.T0051).

**Lab path:** Attack Panel → Scenario 1 → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Execution phase using LLM Prompt Injection. In a multi-agent banking environment, this targets user_input, agent_context, tool_executor to achieve: Complete agent goal hijack; potential for unauthorised data access, financial transactions, or lateral movement

**Risk:** CVSS 9.3 (Critical): Complete agent goal hijack; potential for unauthorised data access, financial transactions, or lateral movement","`acme_genai_index` earliest=-30m latest=now (technique_id=""AML.T0051"" OR subtechnique_id=""AML.T0051.000"") acme_output_guard_action=""HARD_DENY""",table,"Adversary injects malicious instructions directly into the user-facing prompt, overriding system instructions or persona, causing the model to take unauthorised actions.

**Impact:** Complete agent goal hijack; potential for unauthorised data access, financial transactions, or lateral movement

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0051 — LLM Prompt Injection (Execution / Execution) | OWASP LLM: LLM01 | OWASP ASI: ASI01 | NIST AI RMF: GOVERN-1.1, MEASURE-2.7, MANAGE-2.4 | MAESTRO: L3, L4",Inline prompt injection detection via acmesentinel-gateway | Input sanitisation | Least-privilege tool scopes | Output validation,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `prompt_injection_pattern_in_user_input` in raw events. 4. Map to frameworks: OWASP LLM01; severity Critical (CVSS 9.3). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0054,1,AML.T0054: Indirect Prompt Injection,"**Objective:** Practice detecting Indirect Prompt Injection (AML.T0054).

**Lab path:** Attack Panel → Scenario 5 → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Execution phase using Indirect Prompt Injection. In a multi-agent banking environment, this targets rag_retrieval, web_browser_tool, document_reader, email_integration to achieve: Persistent agent compromise via retrieval; exfiltration of context data to attacker-controlled server

**Risk:** CVSS 9.0 (Critical): Persistent agent compromise via retrieval; exfiltration of context data to attacker-controlled server","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0054"" injection_vector=""retrieved_content""",table,"Adversary embeds malicious instructions inside external content (web pages, documents, emails) that the agent retrieves and processes, hijacking agent goals without direct user interaction.

**Impact:** Persistent agent compromise via retrieval; exfiltration of context data to attacker-controlled server

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0054 — Indirect Prompt Injection (Execution / Execution) | OWASP LLM: LLM01 | OWASP ASI: ASI01, ASI06 | NIST AI RMF: MEASURE-2.7, MANAGE-2.4 | MAESTRO: L2, L3, L4",Validate and sanitise retrieved content | Isolate retrieval from instruction processing | Flag retrieved content as untrusted,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `agent_action_triggered_by_retrieved_content` in raw events. 4. Map to frameworks: OWASP LLM01; severity Critical (CVSS 9.0). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0055,3,AML.T0055: AI Context Window Poisoning,"**Objective:** Practice detecting AI Context Window Poisoning (AML.T0055).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Execution phase using AI Context Window Poisoning. In a multi-agent banking environment, this targets context_window, agent_memory, conversation_history to achieve: Persistent cross-session behavioural manipulation; all future agent decisions corrupted

**Risk:** CVSS 8.5 (High): Persistent cross-session behavioural manipulation; all future agent decisions corrupted","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0055"" event_type=""CONTEXT_WINDOW_POISONING_DETECTED""",table,"Adversary poisons the agent's context window by manipulating memory, conversation history, or retrieved documents so that subsequent reasoning is based on attacker-controlled premises.

**Impact:** Persistent cross-session behavioural manipulation; all future agent decisions corrupted

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0055 — AI Context Window Poisoning (Execution / Execution) | OWASP LLM: LLM01 | OWASP ASI: ASI06 | NIST AI RMF: MEASURE-2.7 | MAESTRO: L2, L3",Validate memory integrity on load | Limit context window to trusted sources | Detect context drift via baseline comparison,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `context_hash_drift_from_approved_baseline` in raw events. 4. Map to frameworks: OWASP LLM01; severity High (CVSS 8.5). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0056,4,AML.T0056: AI Agent Memory Manipulation,"**Objective:** Practice detecting AI Agent Memory Manipulation (AML.T0056).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Execution phase using AI Agent Memory Manipulation. In a multi-agent banking environment, this targets agent_memory_store, vector_db, kv_store to achieve: Cross-session persistent compromise; affects all future users of the same agent

**Risk:** CVSS 8.0 (High): Cross-session persistent compromise; affects all future users of the same agent","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0056""",table,"Adversary writes malicious content to an agent's persistent memory store (vector DB, key-value store), which is retrieved in future sessions and alters agent behaviour across session boundaries.

**Impact:** Cross-session persistent compromise; affects all future users of the same agent

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0056 — AI Agent Memory Manipulation (Execution / Execution) | OWASP LLM: N/A | OWASP ASI: ASI06 | NIST AI RMF: MEASURE-2.7, MANAGE-2.4 | MAESTRO: L3, L5",Validate memory writes against content policy | Sign and verify memory entries | Purge suspicious memory entries,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `memory_write_from_untrusted_source` in raw events. 4. Map to frameworks: OWASP N/A; severity High (CVSS 8.0). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0057,4,AML.T0057: AI Agent Thread Hijacking,"**Objective:** Practice detecting AI Agent Thread Hijacking (AML.T0057).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Execution phase using AI Agent Thread Hijacking. In a multi-agent banking environment, this targets conversation_thread, multi_turn_context to achieve: Multi-turn conversation manipulation enabling complex social engineering or data extraction

**Risk:** CVSS 8.3 (High): Multi-turn conversation manipulation enabling complex social engineering or data extraction","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0057""",table,"Adversary injects malicious content that persists within a single conversation thread, manipulating the agent across multiple turns within that session.

**Impact:** Multi-turn conversation manipulation enabling complex social engineering or data extraction

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0057 — AI Agent Thread Hijacking (Execution / Execution) | OWASP LLM: N/A | OWASP ASI: ASI01, ASI07 | NIST AI RMF: MEASURE-2.7 | MAESTRO: L3, L5",Validate each turn against original task intent | Detect topic drift in multi-turn conversations,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `conversation_intent_drift_detected` in raw events. 4. Map to frameworks: OWASP N/A; severity High (CVSS 8.3). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0040,2,AML.T0040: Resource Exhaustion via Algorithmic Complexity,"**Objective:** Practice detecting Resource Exhaustion via Algorithmic Complexity (AML.T0040).

**Lab path:** Attack Panel → Scenario 7 → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Execution phase using Resource Exhaustion via Algorithmic Complexity. In a multi-agent banking environment, this targets agent_orchestrator, tool_executor, api_quota to achieve: Financial drain via API cost explosion; service denial for legitimate users

**Risk:** CVSS 7.5 (High): Financial drain via API cost explosion; service denial for legitimate users","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0040"" call_depth_detected > 10",table,"Adversary triggers recursive agent delegation loops, infinite tool-call chains, or computationally explosive prompts that drain API budgets and degrade service availability.

**Impact:** Financial drain via API cost explosion; service denial for legitimate users

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0040 — Resource Exhaustion via Algorithmic Complexity (Execution / Execution) | OWASP LLM: LLM10 | OWASP ASI: ASI08 | NIST AI RMF: MEASURE-2.5, MANAGE-2.1 | MAESTRO: L3, L4, L5",Recursive call depth limits | Per-session token budget caps | Cisco TSM anomaly detection on call rate | Circuit breaker patterns,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `RATE_LIMIT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `recursive_call_depth_exceeds_threshold` in raw events. 4. Map to frameworks: OWASP LLM10; severity High (CVSS 7.5). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0024,4,AML.T0024: Exfiltrate Training Data via ML API,"**Objective:** Practice detecting Exfiltrate Training Data via ML API (AML.T0024).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: HYBRID).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Persistence phase using Exfiltrate Training Data via ML API. In a multi-agent banking environment, this targets model_inference, training_data to achieve: Training data privacy breach; regulatory liability under GDPR, CCPA

**Risk:** CVSS 7.7 (High): Training data privacy breach; regulatory liability under GDPR, CCPA","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0024"" pii_detected=""true""",table,"Adversary uses targeted prompts or membership inference attacks to extract training data from the model, recovering PII, proprietary text, or security-sensitive content.

**Impact:** Training data privacy breach; regulatory liability under GDPR, CCPA

**Execution mode in lab:** HYBRID.  HYBRID emits both live and simulated telemetry legs.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0024 — Exfiltrate Training Data via ML API (Persistence / Persistence) | OWASP LLM: LLM02 | OWASP ASI: N/A | NIST AI RMF: MEASURE-2.10, MANAGE-2.4 | MAESTRO: L1, L2",Differential privacy during training | Output filtering for training data patterns | Limit verbatim reproduction in model outputs,HYBRID,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `ALERT` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `model_output_matches_training_data_pattern` in raw events. 4. Map to frameworks: OWASP LLM02; severity High (CVSS 7.7). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0025,3,AML.T0025: AI Model Backdoor Persistence,"**Objective:** Practice detecting AI Model Backdoor Persistence (AML.T0025).

**Lab path:** Attack Panel → All 51 Techniques tab → EXECUTE (mode: HYBRID).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Persistence phase using AI Model Backdoor Persistence. In a multi-agent banking environment, this targets model_weights, fine_tuning_pipeline to achieve: Persistent, stealthy model compromise surviving standard evaluation; catastrophic when triggered in production

**Risk:** CVSS 9.5 (Critical): Persistent, stealthy model compromise surviving standard evaluation; catastrophic when triggered in production","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0025""",table,"Adversary embeds a trigger-activated backdoor in model weights during training or fine-tuning. The model behaves normally until the trigger phrase activates malicious behaviour.

**Impact:** Persistent, stealthy model compromise surviving standard evaluation; catastrophic when triggered in production

**Execution mode in lab:** HYBRID.  HYBRID emits both live and simulated telemetry legs.

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0025 — AI Model Backdoor Persistence (Persistence / Persistence) | OWASP LLM: LLM03 | OWASP ASI: N/A | NIST AI RMF: MEASURE-2.5, GOVERN-1.1 | MAESTRO: L1",Neural cleanse and activation clustering defences | Behavioural regression testing with trigger sweep | AI BOM model hash verification,HYBRID,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `model_behavior_anomaly_on_specific_input_pattern` in raw events. 4. Map to frameworks: OWASP LLM03; severity Critical (CVSS 9.5). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
AML.T0026,3,AML.T0026: Rogue Agent Persistence,"**Objective:** Practice detecting Rogue Agent Persistence (AML.T0026).

**Lab path:** Attack Panel → Scenario 10 → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the Persistence phase using Rogue Agent Persistence. In a multi-agent banking environment, this targets agent_runtime, monitoring_system, orchestrator to achieve: Persistent autonomous attacker operating inside trusted agent infrastructure

**Risk:** CVSS 9.0 (Critical): Persistent autonomous attacker operating inside trusted agent infrastructure","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0026"" event_type=""ROGUE_AGENT_DETECTED""",table,"A compromised or misaligned agent continues operating in unintended ways, concealing its behaviour from monitoring systems, self-replicating, or maintaining C2 channels.

**Impact:** Persistent autonomous attacker operating inside trusted agent infrastructure

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0026 — Rogue Agent Persistence (Persistence / Persistence) | OWASP LLM: N/A | OWASP ASI: ASI10 | NIST AI RMF: GOVERN-1.1, MANAGE-3.1 | MAESTRO: L5, L6",Continuous behavioural monitoring | Agent identity attestation | Automatic agent quarantine on anomaly,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `QUARANTINE` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `agent_behavior_diverges_from_approved_policy` in raw events. 4. Map to frameworks: OWASP N/A; severity Critical (CVSS 9.0). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",VARIES
AML.T0015,1,AML.T0015: Evade ML Model via Adversarial Perturbation,"**Objective:** Practice detecting Evade ML Model via Adversarial Perturbation (AML.T0015).

**Lab path:** Attack Panel → Scenario 3 → EXECUTE (mode: LIVE).

**Before you run SPL:** Predict BLOCKED vs INJECTED (or SIMULATED for hunt-only techniques).

**Story:** The adversary advances the DefenceEvasion phase using Evade ML Model via Adversarial Perturbation. In a multi-agent banking environment, this targets safety_classifier, input_filter, guardrail_layer to achieve: Guardrail bypass enabling injection of content that would otherwise be blocked

**Risk:** CVSS 7.2 (High): Guardrail bypass enabling injection of content that would otherwise be blocked","`acme_genai_index` earliest=-30m latest=now technique_id=""AML.T0015""",table,"Adversary applies minimal perturbations to inputs (character substitution, Unicode homoglyphs, steganographic encoding) to evade safety classifiers while preserving semantic meaning.

**Impact:** Guardrail bypass enabling injection of content that would otherwise be blocked

**Execution mode in lab:** LIVE. 

**Honest limitation:** Small-model (llama3.2:1b) responses may vary run-to-run; use control telemetry (`acme_output_guard_blocked`, `acme_input_guard_blocked`, `workflow.blocked`) as ground truth, not model wording alone.","MITRE ATLAS: AML.T0015 — Evade ML Model via Adversarial Perturbation (Defence Evasion / DefenceEvasion) | OWASP LLM: LLM01 | OWASP ASI: N/A | NIST AI RMF: MEASURE-2.5 | MAESTRO: L1, L3",Normalise inputs before safety checks | Ensemble multiple safety classifiers | Unicode homoglyph detection,LIVE,"1. Check `acme_output_guard_action` / `acme_output_guard_blocked` — expect `HARD_DENY` when output-side control fires. 2. Pivot on `incident_id` and `gen_ai_agent_id` — look for multi-stage correlation in Kill-Chain Timeline. 3. Validate detection signal `homoglyph_or_encoding_anomaly_in_input` in raw events. 4. Map to frameworks: OWASP LLM01; severity High (CVSS 7.2). 5. Escalate if Critical severity repeats for the same agent within 1 hour, or if `incident_id` ties to an active kill-chain.",BLOCKED
